symbol,closingbestbiddate,secid,compid,cusip,issue,venue,sectype,class,caveatemptor,tiername,dad_pal,closinginsidebidprice,closinginsidebidpricedate,closinginsideaskprice,closinginsideaskpricedate,insidebid_askmidprice,openprice,highprice,lowprice,lastprice,previouscloseprice,previousclosedate,sharevolume,dollarvol,tradecount,otclinkdolvol,otclinksharevol,otclinkexeccount,shoflag,rule3210flag,shortintvol,shortinterestdate,mmidcount,bfcmmid,tierid,closingbestbid,bestbidsource,closingbestask,closingbestaskdate,bestasksource,securitystatus,sharesoutstanding,sharesoutstandingasofdate
SMCI,2019-04-23,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22.14,2019-04-23,22.15,2019-04-23,22.145,22,22.16,22,22.15,21.97,2019-04-21,274499,6065671.080000001,191,1646622.72,74569,118,,,533275,2019-02-28,17,15,22,22.14,OTC Link,22.15,2019-04-23,OTC Link,Active,48692992,2017-04-30
SMCI,2019-04-24,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22.19,2019-04-24,22.22,2019-04-24,22.205,22.15,22.22,22.0925,22.19,22.15,2019-04-22,41027,909821.6235000001,143,532087.79,24003,44,,,533275,2019-02-28,17,15,22,22.19,OTC Link,22.22,2019-04-24,OTC Link,Active,48692992,2017-04-30
SMCI,2019-04-25,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22.25,2019-04-25,22.28,2019-04-25,22.265,22.23,22.265,22.19,22.25,22.19,2019-04-23,208601,4635008.053,104,961213.62,43235,67,,,533275,2019-02-28,17,16,22,22.25,OTC Link,22.28,2019-04-25,OTC Link,Active,48692992,2017-04-30
SMCI,2019-04-26,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22.18,2019-04-26,22.21,2019-04-26,22.195,22.25,22.25,22.1,22.2,22.25,2019-04-24,202345,4492517.8672,194,1687393.96,75986,124,,,533275,2019-02-28,18,16,22,22.18,OTC Link,22.21,2019-04-26,OTC Link,Active,48692992,2017-04-30
SMCI,2019-04-29,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22.3,2019-04-29,22.32,2019-04-29,22.31,22.22,22.4,22.22,22.3,22.2,2019-04-25,66187,1478935.2601000003,153,840250.85,37626,101,,,533275,2019-02-28,17,15,22,22.3,OTC Link,22.32,2019-04-29,OTC Link,Active,48692992,2017-04-30
SMCI,2019-04-30,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22.4,2019-04-30,22.48,2019-04-30,22.44,22.3,22.43,22.3,22.42,22.3,2019-04-28,125835,2816830.4666000004,209,1513576.1,67621,135,,,521715,2019-04-15,17,15,22,22.4,OTC Link,22.48,2019-04-30,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-01,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22.75,2019-05-01,22.9,2019-05-01,22.825,22.48,23.04,22.48,22.85,22.42,2019-04-29,40799,925960.1050000001,126,413599.35,18180,71,,,521715,2019-04-15,17,15,22,22.75,OTC Link,22.9,2019-05-01,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-02,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22.4,2019-05-02,22.49,2019-05-02,22.445,22.71,22.9,22.25,22.41,22.85,2019-04-30,113061,2548735.64,205,944150.88,41918,117,,,521715,2019-04-15,17,15,22,22.4,OTC Link,22.49,2019-05-02,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-03,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22.45,2019-05-03,22.65,2019-05-03,22.55,22.47,22.62,22.39,22.5,22.41,2019-05-01,185787,4176028.9950000006,186,1254494.76,55820,110,,,521715,2019-04-15,17,15,22,22.45,OTC Link,22.65,2019-05-03,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-06,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22.41,2019-05-06,22.5,2019-05-06,22.455,22.545,22.55,22.25,22.5,22.5,2019-05-02,167846,3757151.626000001,158,1541271.8,68914,93,,,521715,2019-04-15,17,15,22,22.41,OTC Link,22.5,2019-05-06,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-07,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22.07,2019-05-07,22.15,2019-05-07,22.11,22.41,22.5,22.1,22.1,22.5,2019-05-05,287747,6430374.159000002,255,2495467.16,111640,180,,,521715,2019-04-15,17,15,22,22.07,OTC Link,22.15,2019-05-07,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-08,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.27,2019-05-08,21.3,2019-05-08,21.285,22.1,22.25,20.78,21.3,22.1,2019-05-06,184922,4056546.138499999,298,1512684.63,68969,168,,,521715,2019-04-15,17,15,22,21.27,OTC Link,21.3,2019-05-08,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-09,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,20.9,2019-05-09,21,2019-05-09,20.95,21.27,21.41,20.98,21,21.3,2019-05-07,141405,2993137.778,139,1193641.04,56473,74,,,521715,2019-04-15,17,15,22,20.9,OTC Link,21,2019-05-09,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-10,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,20.11,2019-05-10,20.5,2019-05-10,20.305,20.9,20.9,19.69,20.11,21,2019-05-08,91703,1833483.8548000003,254,862462.27,43084,141,,,521715,2019-04-15,17,15,22,20.11,OTC Link,20.5,2019-05-10,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-13,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.75,2019-05-13,19.8,2019-05-13,19.775,20.04,20.1,19.25,19.65,20.11,2019-05-09,223181,4451887.801899998,320,2813622.44,141060,232,,,521715,2019-04-15,17,15,22,19.75,OTC Link,19.8,2019-05-13,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-14,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.88,2019-05-14,19.91,2019-05-14,19.895,19.85,20.1,19.75,19.91,19.65,2019-05-12,154029,3067388.345,115,1229360.85,61763,48,,,521715,2019-04-15,18,15,22,19.88,OTC Link,19.91,2019-05-14,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-15,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,20.39,2019-05-15,20.55,2019-05-15,20.47,20.09,20.39,19.9,20.39,19.91,2019-05-13,10317,207206.49,66,68614,3400,25,,,427681,2019-04-30,18,15,22,20.39,OTC Link,20.55,2019-05-15,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-16,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,20,2019-05-16,20.02,2019-05-16,20.01,20.39,21.15,19.95,20.02,20.39,2019-05-14,250938,5078414.998900001,407,1357397.76,67100,205,,,427681,2019-04-30,18,16,22,20,OTC Link,20.02,2019-05-16,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-17,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.85,2019-05-17,19.9,2019-05-17,19.875,20.1,20.36,19.4,19.85,20.02,2019-05-15,99075,1973312.9563999993,275,908234.77,45664,168,,,427681,2019-04-30,18,15,22,19.85,OTC Link,19.9,2019-05-17,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-20,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.9,2019-05-20,19.99,2019-05-20,19.945,19.9,19.99,19.6152,19.945,19.85,2019-05-16,55277,1098302.1919999998,72,932054.55,46910,41,,,427681,2019-04-30,18,14,22,19.9,OTC Link,19.99,2019-05-20,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-21,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,20.07,2019-05-21,20.08,2019-05-21,20.075,19.85,20.1,19.85,20.07,19.945,2019-05-19,336991,6757545.5600000005,182,1520294.47,75869,108,,,427681,2019-04-30,18,14,22,20.07,OTC Link,20.08,2019-05-21,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-22,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,20.15,2019-05-22,20.16,2019-05-22,20.155,20.1,20.45,20.07,20.16,20.07,2019-05-20,446165,9000599.700000001,298,1386520.63,68624,181,,,427681,2019-04-30,18,14,22,20.15,OTC Link,20.16,2019-05-22,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-23,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.85,2019-05-23,19.93,2019-05-23,19.89,20.16,20.17,19.85,19.85,20.16,2019-05-21,446566,8941240.159499997,183,1348305.9,67425,91,,,427681,2019-04-30,18,14,22,19.85,OTC Link,19.93,2019-05-23,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-24,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.77,2019-05-24,19.86,2019-05-24,19.815,19.85,19.99,19.75,19.91,19.85,2019-05-22,164437,3266482.678000001,154,699671.67,35309,55,,,427681,2019-04-30,18,15,22,19.77,OTC Link,19.86,2019-05-24,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-28,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.66,2019-05-28,19.73,2019-05-28,19.695,19.7,19.87,19.67,19.68,19.91,2019-05-23,168946,3338490.715800001,133,593700.49,30093,70,,,482489,2019-05-15,18,15,22,19.66,OTC Link,19.73,2019-05-28,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-29,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.22,2019-05-29,19.25,2019-05-29,19.235,19.66,19.7,19.06,19.22,19.68,2019-05-27,63339,1237329.1300000001,119,576595.72,29576,69,,,482489,2019-05-15,18,15,22,19.22,OTC Link,19.25,2019-05-29,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-30,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.32,2019-05-30,19.4,2019-05-30,19.36,19.2,19.61,19.2,19.33,19.22,2019-05-28,45178,872685.4319999994,103,491641.69,25466,36,,,482489,2019-05-15,18,14,22,19.32,OTC Link,19.4,2019-05-30,OTC Link,Active,48692992,2017-04-30
SMCI,2019-05-31,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19,2019-05-31,19.05,2019-05-31,19.025,19.08,20,18.21,19,19.33,2019-05-29,121660,2322707.6539999996,165,944555.79,49455,98,,,482489,2019-05-15,18,16,22,19,OTC Link,19.05,2019-05-31,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-03,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.3,2019-06-03,19.35,2019-06-03,19.325,18.99,19.49,18.99,19.3,19,2019-05-30,143742,2786186.149,318,1204487.31,62183,210,,,482489,2019-05-15,18,15,22,19.3,OTC Link,19.35,2019-06-03,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-04,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.99,2019-06-04,19.08,2019-06-04,19.035,19.3,19.73,18.97,19,19.3,2019-06-02,118697,2289549.5780000007,328,1028416.51,53261,139,,,482489,2019-05-15,18,15,22,18.99,OTC Link,19.08,2019-06-04,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-05,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.85,2019-06-05,18.88,2019-06-05,18.865,19.44,19.5,18.85,18.85,19,2019-06-03,39938,758576.875,120,273965.65,14440,73,,,482489,2019-05-15,18,15,22,18.85,OTC Link,18.88,2019-06-05,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-06,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.3,2019-06-06,18.32,2019-06-06,18.31,18.85,18.85,18.01,18.3,18.85,2019-06-04,110592,2024195.2266,192,1405794.91,76779,134,,,482489,2019-05-15,18,15,22,18.3,OTC Link,18.32,2019-06-06,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-07,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.21,2019-06-07,18.35,2019-06-07,18.28,18.3,18.45,18.23,18.35,18.3,2019-06-05,46666,855596.341,140,713461.61,38897,108,,,482489,2019-05-15,18,16,22,18.21,OTC Link,18.35,2019-06-07,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-10,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.45,2019-06-10,18.5,2019-06-10,18.475,18.98,18.99,18.45,18.46,18.35,2019-06-06,41692,783009.1535,140,369623.33,19748,71,,,482489,2019-05-15,18,15,22,18.45,OTC Link,18.5,2019-06-10,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-11,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.27,2019-06-11,18.35,2019-06-11,18.31,18.5,18.9,18.27,18.37,18.46,2019-06-09,72890,1342516.0710000002,105,455383.13,24722,39,,,482489,2019-05-15,18,16,22,18.27,OTC Link,18.35,2019-06-11,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-12,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.1,2019-06-12,18.18,2019-06-12,18.14,18.45,18.45,18.14,18.18,18.37,2019-06-10,49919,911831.3100000002,46,149189,8200,12,,,482489,2019-05-15,18,16,22,18.1,OTC Link,18.18,2019-06-12,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-13,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,17.3,2019-06-13,17.36,2019-06-13,17.33,18.14,18.18,17.13,17.39,18.18,2019-06-11,204407,3616043.8109999993,504,1147659.55,64990,197,,,482489,2019-05-15,18,16,22,17.3,OTC Link,17.36,2019-06-13,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-14,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,17.45,2019-06-14,17.54,2019-06-14,17.495,17.3,17.55,17.26,17.54,17.39,2019-06-12,217282,3788696.86,437,1437072.1,82394,184,,,482489,2019-05-15,18,16,22,17.45,OTC Link,17.54,2019-06-14,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-17,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18,2019-06-17,18.1,2019-06-17,18.05,17.45,18.2,17.4,18,17.54,2019-06-13,101378,1815315.6390000004,304,529488.89,29715,65,,,482489,2019-05-15,18,16,22,18,OTC Link,18.1,2019-06-17,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-18,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.4,2019-06-18,18.45,2019-06-18,18.425,18.2,18.95,18.2,18.4,18,2019-06-16,16052,296468.6125,59,80902.45,4378,28,,,566593,2019-05-31,18,16,22,18.4,OTC Link,18.45,2019-06-18,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-19,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.55,2019-06-19,18.7,2019-06-19,18.625,18.4,18.7,18.15,18.7,18.4,2019-06-17,82376,1521721.0679999997,107,937197.85,50777,82,,,566593,2019-05-31,18,16,22,18.55,OTC Link,18.7,2019-06-19,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-20,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19,2019-06-20,19.13,2019-06-20,19.065,18.55,19.1,18.5,19.03,18.7,2019-06-18,25851,489570.176,73,163337.18,8630,37,,,566593,2019-05-31,17,14,22,19,OTC Link,19.13,2019-06-20,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-21,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.29,2019-06-21,19.32,2019-06-21,19.305,19.01,19.34,18.95,19.06,19.03,2019-06-19,92528,1782662.2310000001,101,275830.18,14353,47,,,566593,2019-05-31,18,16,22,19.29,OTC Link,19.32,2019-06-21,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-24,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.35,2019-06-24,19.45,2019-06-24,19.4,19.195,19.55,19.195,19.4,19.06,2019-06-20,131291,2559807.3440000005,174,854012.79,43797,59,,,566593,2019-05-31,18,15,22,19.35,OTC Link,19.45,2019-06-24,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-25,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.05,2019-06-25,19.16,2019-06-25,19.105,19.35,19.42,19.05,19.05,19.4,2019-06-23,122204,2365749.8158,99,809382.41,41850,42,,,566593,2019-05-31,18,15,22,19.05,OTC Link,19.16,2019-06-25,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-26,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.17,2019-06-26,19.2,2019-06-26,19.185,19.15,19.27,19.15,19.19,19.05,2019-06-24,110419,2119391.506,112,798003.46,41591,55,,,566593,2019-05-31,19,16,22,19.17,OTC Link,19.2,2019-06-26,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-27,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.19,2019-06-27,19.2,2019-06-27,19.195,19.2,19.24,19.19,19.19,19.19,2019-06-25,54162,1039690.403,61,325464.25,16959,17,,,566593,2019-05-31,19,16,22,19.19,OTC Link,19.2,2019-06-27,OTC Link,Active,48692992,2017-04-30
SMCI,2019-06-28,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.25,2019-06-28,19.35,2019-06-28,19.3,19.2,19.4,19.06,19.35,19.19,2019-06-26,14399,277239.875,54,187473.99,9749,32,,,566593,2019-05-31,19,16,22,19.25,OTC Link,19.35,2019-06-28,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-01,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.2,2019-07-01,19.25,2019-07-01,19.225,19.325,19.4,19.01,19.28,19.35,2019-06-27,146075,2816146.08,151,1067597.53,55389,77,,,566593,2019-05-31,19,16,22,19.2,OTC Link,19.25,2019-07-01,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-02,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.01,2019-07-02,19.05,2019-07-02,19.03,19.25,19.25,19.01,19.05,19.28,2019-06-30,29139,556001.0018000002,82,186971.63,9810,26,,,566593,2019-05-31,19,16,22,19.01,OTC Link,19.05,2019-07-02,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-03,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.9,2019-07-03,18.98,2019-07-03,18.94,19.01,19.05,18.9,18.92,19.05,2019-07-01,20403,387228.04,65,233240.35,12290,33,,,566593,2019-05-31,19,16,22,18.9,OTC Link,18.98,2019-07-03,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-05,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.61,2019-07-05,18.88,2019-07-05,18.745,18.9,18.98,18.61,18.61,18.92,2019-07-02,32666,614427.7750000001,107,350347,18600,34,,,566593,2019-05-31,19,17,22,18.61,OTC Link,18.88,2019-07-05,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-08,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.6,2019-07-08,18.64,2019-07-08,18.62,18.87,18.87,18.61,18.61,18.61,2019-07-04,5139,95889.33,16,11185,600,6,,,566593,2019-05-31,18,15,22,18.6,OTC Link,18.64,2019-07-08,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-09,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.6,2019-07-09,18.65,2019-07-09,18.625,18.62,18.84,18.5,18.65,18.61,2019-07-07,80569,1500009.8,169,830804.84,44648,103,,,566593,2019-05-31,18,15,22,18.6,OTC Link,18.65,2019-07-09,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-10,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19.15,2019-07-10,19.29,2019-07-10,19.22,18.74,19.3,18.5,19.2,18.65,2019-07-08,42506,808588.46,145,359498.3,18859,82,,,566593,2019-05-31,18,15,22,19.15,OTC Link,19.29,2019-07-10,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-11,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.75,2019-07-11,18.85,2019-07-11,18.8,19.4,19.4,18.73,18.85,19.2,2019-07-09,41431,785595.263,77,230759.41,12179,37,,,700910,2019-06-28,18,15,22,18.75,OTC Link,18.85,2019-07-11,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-12,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.6,2019-07-12,18.65,2019-07-12,18.625,18.8,18.99,18.58,18.58,18.85,2019-07-10,40820,765746.1549999999,82,248690.27,13252,43,,,700910,2019-06-28,18,15,22,18.6,OTC Link,18.65,2019-07-12,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-15,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.6,2019-07-15,18.7,2019-07-15,18.65,18.5525,18.74,18.51,18.7,18.58,2019-07-11,6094,113744.65,33,48055.4,2574,16,,,700910,2019-06-28,18,15,22,18.6,OTC Link,18.7,2019-07-15,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-16,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19,2019-07-16,19.14,2019-07-16,19.07,18.7,19.2,18.7,19.2,18.7,2019-07-14,15020,284668.6625,57,141061.25,7445,38,,,700910,2019-06-28,18,15,22,19,OTC Link,19.14,2019-07-16,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-17,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.75,2019-07-17,19.1,2019-07-17,18.925,19.1,19.15,18.71,18.76,19.2,2019-07-15,45440,865804.5939999999,97,429052.08,22512,61,,,700910,2019-06-28,18,15,22,18.75,OTC Link,19.1,2019-07-17,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-18,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.6,2019-07-18,18.64,2019-07-18,18.62,18.7,19,18.6,18.6,18.76,2019-07-16,49671,926030.0640000001,78,415529.75,22265,35,,,700910,2019-06-28,18,15,22,18.6,OTC Link,18.64,2019-07-18,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-19,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19,2019-07-19,19.02,2019-07-19,19.01,18.75,19,18.71,19,18.6,2019-07-17,36143,682276.7600000001,76,260381.07,13789,37,,,700910,2019-06-28,18,14,22,19,OTC Link,19.02,2019-07-19,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-22,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19,2019-07-22,19.5,2019-07-22,19.25,19.1,20,19.1,19.5,19,2019-07-18,153673,3009467.5539,267,1406123.535,71792,152,,,700910,2019-06-28,18,15,22,19,OTC Link,19.5,2019-07-22,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-23,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.9,2019-07-23,19.11,2019-07-23,19.005,19.65,19.9,19,19.11,19.5,2019-07-21,53129,1024356.11,126,610758.64,31658,76,,,700910,2019-06-28,18,15,22,18.9,OTC Link,19.11,2019-07-23,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-24,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,19,2019-07-24,19.18,2019-07-24,19.09,19.2,19.42,19.15,19.26,19.11,2019-07-22,19134,367588.63,60,248959.4,12954,40,,,700910,2019-06-28,18,15,22,19,OTC Link,19.18,2019-07-24,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-25,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.71,2019-07-25,18.9,2019-07-25,18.805,18.6,19.12,18.6,18.9,19.26,2019-07-23,13788,261220.1804,36,53853.92,2850,14,,,711323,2019-07-15,18,15,22,18.71,OTC Link,18.9,2019-07-25,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-26,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.75,2019-07-26,18.67,2019-07-26,18.71,18.86,18.86,18.57,18.66,18.9,2019-07-24,17619,330209.4,58,121502,6495,34,,,711323,2019-07-15,18,14,22,18.75,OTC Link,18.67,2019-07-26,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-29,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.4,2019-07-29,18.67,2019-07-29,18.535,18.75,18.93,18.5,18.72,18.66,2019-07-25,13046,243679.919,63,86978.79,4638,25,,,711323,2019-07-15,18,15,22,18.4,OTC Link,18.67,2019-07-29,OTC Link,Active,48692992,2017-04-30
SMCI,2019-07-30,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,18.45,2019-07-30,18.55,2019-07-30,18.5,19.375,19.375,18.5,18.52,18.72,2019-07-28,21865,406824.0399999999,74,187370.54,10074,38,,,711323,2019-07-15,18,15,22,18.45,OTC Link,18.55,2019-07-30,OTC Link,Active,48692992,2017-04-30
